lat,lon,mcc,mnc,lac,cellid,averageSignalStrength,range,samples,changeable,radio,rnc,cid,tac,sid,nid,bid
59.3972387,24.6679525,248,2,1021,13223118,,,,,UMTS,201,,,,,
59.3979981,24.6685924,248,2,1021,13229793,,,,,UMTS,201,,,,,
59.3966308,24.6672373,248,2,1021,13224259,,,,,UMTS,201,,,,,
59.3984235,24.6739653,248,2,1021,13224258,,,,,UMTS,201,,,,,
